"list_two","encouragement","gender_feedback","female","ceo","ceo_pick","founder","founder_pick","tech","tech_pick","base_gender","gender","race","age","gender_code","race_code","num_excluded_total"
0,1,0,0,1,0,1,0,1,0,2,"Woman","White / Caucasian",28,0,1,265
NA,0,1,0,1,0,1,1,0,1,0,"Man","White / Caucasian",65,1,1,265
1,1,0,0,1,0,1,1,0,0,1,"Man","Hispanic / Latinx",44,1,0,265
NA,1,1,0,1,0,0,1,1,0,2,"Man","White / Caucasian",40,1,1,265
1,0,0,0,1,0,1,1,0,0,1,"Woman","Black or African American",37,0,0,265
NA,1,1,0,0,0,1,1,1,1,1,"Man","White / Caucasian",48,1,1,265
0,1,0,0,1,0,1,1,1,1,4,"Woman","White / Caucasian",54,0,1,265
NA,0,1,0,0,0,1,0,1,0,0,"Man","White / Caucasian",41,1,1,265
NA,1,1,0,1,0,1,0,0,0,1,"Woman","White / Caucasian",37,0,1,265
1,0,0,1,1,0,0,0,1,0,1,"Woman","White / Caucasian",38,0,1,265
NA,0,1,0,0,1,1,0,1,1,1,"Man","Black or African American",45,1,0,265
1,1,0,0,0,0,1,1,1,1,2,"Woman","White / Caucasian",63,0,1,265
NA,1,1,0,1,1,1,0,0,1,1,"Woman","Black or African American",21,0,0,265
NA,1,1,0,1,0,1,1,0,0,2,"Woman","Black or African American",34,0,0,265
0,1,0,0,1,1,1,0,1,1,2,"Woman","White / Caucasian",47,0,1,265
0,1,0,1,1,1,1,0,1,0,0,"Man","White / Caucasian",46,1,1,265
1,0,0,0,0,0,1,1,1,1,0,"Man","White / Caucasian",48,1,1,265
NA,0,1,0,0,1,1,0,1,1,3,"Man","White / Caucasian",34,1,1,265
NA,1,1,1,0,1,1,0,1,0,0,"Man","White / Caucasian",33,1,1,265
0,0,0,0,1,1,1,0,1,0,1,"Man","White / Caucasian",37,1,1,265
NA,1,1,0,1,1,1,0,0,1,2,"Woman","White / Caucasian",47,0,1,265
0,1,0,0,1,0,1,0,1,0,0,"Woman","White / Caucasian",45,0,1,265
0,0,0,0,1,0,1,0,1,0,0,"Man","White / Caucasian",31,1,1,265
1,0,0,0,1,0,1,1,0,0,1,"Man","White / Caucasian",42,1,1,265
1,1,0,1,1,1,0,0,1,0,0,"Man","White / Caucasian",41,1,1,265
NA,1,1,0,1,0,1,1,0,0,3,"Man","White / Caucasian",46,1,1,265
1,1,0,0,1,1,1,0,0,1,3,"Woman","White / Caucasian",35,0,1,265
NA,0,1,1,1,0,0,0,1,0,2,"Woman","American Indian or Alaskan Native",33,0,0,265
NA,0,1,1,1,1,1,0,0,0,0,"Man","Black or African American",25,1,0,265
0,0,0,0,1,1,1,0,1,0,1,"Man","White / Caucasian",34,1,1,265
NA,0,1,1,0,0,1,0,1,0,0,"Woman","Black or African American",59,0,0,265
0,1,0,1,1,0,1,0,1,0,2,"Woman","White / Caucasian",40,0,1,265
1,0,0,0,1,0,1,1,0,1,3,"Man","White / Caucasian",66,1,1,265
NA,1,1,0,1,1,1,0,0,1,0,"Man","Hispanic / Latinx",39,1,0,265
0,0,0,0,1,0,1,1,1,1,2,"Woman","White / Caucasian",57,0,1,265
NA,0,1,0,1,1,0,0,1,0,1,"Man","White / Caucasian",47,1,1,265
1,1,0,0,1,0,0,1,1,0,3,"Woman","White / Caucasian",55,0,1,265
NA,1,1,0,1,0,0,1,1,1,2,"Woman","White / Caucasian",52,0,1,265
1,1,0,1,0,1,1,0,1,0,0,"Man","White / Caucasian",37,1,1,265
NA,0,1,0,1,0,1,0,0,0,3,"Man","Black or African American",34,1,0,265
NA,0,1,0,0,1,1,0,1,1,0,"Woman","Asian / Pacific Islander",30,0,0,265
